Order_ID, Date_, Subtotal, Tip, Coupon_Code
16766,2023-2-27,20,2.54,
16767,2023-2-27,10,4.97,
16768,2023-2-27,55.0,0.12,
16769,2023-2-27,12.5,4.7,
16770,2023-2-27,45.0,0.06,
16771,2023-2-27,22.5,1.52,
16772,2023-2-27,25.0,0.99,
16773,2023-2-27,20,2.58,
16774,2023-2-27,10,3.21,
16775,2023-2-27,12.5,4.56,
16776,2023-2-27,45.0,4.02,
16777,2023-2-27,35.0,3.77,
16778,2023-2-27,30,2.4,
16779,2023-2-27,45.0,1.02,
16780,2023-2-27,55.0,4.09,
16781,2023-2-27,32.5,1.81,
16782,2023-2-27,52.5,1.7,
16783,2023-2-27,12.5,4.03,
16784,2023-2-27,42.5,3.39,
16785,2023-2-27,45.0,0.03,
16786,2023-2-27,20,2.42,
16787,2023-2-27,35.0,3.71,
16788,2023-2-27,57.5,1.64,
16789,2023-2-27,47.5,4.31,
16790,2023-2-27,47.5,0.44,
16791,2023-2-27,25.0,0.18,
16792,2023-2-27,50,1.42,
16793,2023-2-27,12.5,1.39,
16794,2023-2-27,32.5,4.34,
16795,2023-2-27,10,4.3,
16796,2023-2-27,25.0,1.83,
16797,2023-2-27,20,4.71,
16798,2023-2-27,32.5,3.21,
16799,2023-2-27,32.5,1.21,
16800,2023-2-28,22.5,3.86,
16801,2023-2-28,35.0,0.47,
16802,2023-2-28,52.5,3.78,
16803,2023-2-28,10,1.99,
16804,2023-2-28,32.5,2.62,
16805,2023-2-28,52.5,3.9,
16806,2023-2-28,22.5,2.26,
16807,2023-2-28,47.5,4.93,
16808,2023-2-28,35.0,3.7,
16809,2023-2-28,22.5,2.83,
16810,2023-2-28,32.5,3.64,
16811,2023-2-28,45.0,1.29,
16812,2023-2-28,22.5,0.94,
16813,2023-2-28,35.0,2.18,
16814,2023-2-28,12.5,1.11,
16815,2023-2-28,57.5,1.63,
16816,2023-2-28,12.5,4.71,
16817,2023-2-28,20,1.79,
16818,2023-2-28,20,4.83,
16819,2023-2-28,42.5,2.89,
16820,2023-2-28,12.5,1.21,
16821,2023-2-28,22.5,2.58,
16822,2023-2-28,37.5,1.07,
16823,2023-2-28,47.5,0.57,
16824,2023-2-28,55.0,1.68,
16825,2023-2-28,35.0,1.21,
16826,2023-2-28,45.0,2.87,
16827,2023-2-28,32.5,1.3,
16828,2023-2-28,30,2.61,
16829,2023-2-28,50.0,2.92,
16830,2023-2-28,45.0,1.22,
16831,2023-2-28,32.5,4.56,
16832,2023-2-28,30,0.26,
16833,2023-2-28,32.5,5.0,
16834,2023-2-28,35.0,3.59,
16835,2023-2-28,12.5,0.14,
16836,2023-2-28,32.5,1.19,
16837,2023-2-28,62.5,0.66,
16838,2023-2-28,20,3.62,
16839,2023-2-28,55.0,3.97,
16840,2023-2-28,25.0,3.61,
16841,2023-2-28,50.0,0.01,
16842,2023-2-28,57.5,0.68,
16843,2023-2-28,22.5,0.94,
16844,2023-2-28,57.5,1.55,
16845,2023-2-28,20,3.46,
16846,2023-2-28,22.5,0.04,
16847,2023-2-28,47.5,2.93,
16848,2023-2-28,22.5,4.16,
16849,2023-2-28,45.0,3.04,
16850,2023-2-28,32.5,0.61,
16851,2023-2-28,32.5,3.84,
16852,2023-2-28,50,3.71,
16853,2023-2-28,57.5,3.48,
16854,2023-2-28,20,1.41,
16855,2023-2-28,20,2.34,
16856,2023-2-28,55.0,2.49,
16857,2023-2-28,35.0,3.62,
16858,2023-2-28,12.5,4.53,
16859,2023-2-28,25.0,3.44,
16860,2023-2-28,10,2.44,
16861,2023-2-28,55.0,2.92,
16862,2023-2-28,42.5,0.16,
16863,2023-2-28,25.0,3.02,
16864,2023-2-28,47.5,2.05,
16865,2023-2-28,25.0,3.95,
16866,2023-2-28,30,2.6,
16867,2023-2-28,20,0.09,
16868,2023-2-28,55.0,3.91,
16869,2023-2-28,25.0,1.75,
16870,2023-2-28,32.5,1.61,
16871,2023-2-28,35.0,3.15,
16872,2023-2-28,25.0,3.28,
16873,2023-2-28,22.5,3.26,
16874,2023-2-28,22.5,3.31,
16875,2023-2-28,42.5,1.37,
16876,2023-2-28,25.0,0.44,
16877,2023-2-28,25.0,1.99,
16878,2023-2-28,35.0,2.55,
16879,2023-2-28,30,2.67,
16880,2023-2-28,57.5,1.99,
16881,2023-2-28,35.0,2.8,
16882,2023-2-28,22.5,3.82,
16883,2023-2-28,22.5,4.91,
16884,2023-2-28,52.5,4.73,
16885,2023-2-28,22.5,3.67,
16886,2023-2-28,55.0,3.4,
16887,2023-2-28,12.5,3.04,
16888,2023-2-28,12.5,2.64,
16889,2023-2-28,10,3.38,
16890,2023-2-28,32.5,3.07,
16891,2023-2-28,40,2.41,
16892,2023-2-28,57.5,2.5,
16893,2023-2-28,12.5,1.81,
16894,2023-2-28,12.5,0.6,
16895,2023-2-28,22.5,4.27,
16896,2023-2-28,37.5,2.49,
16897,2023-2-28,55.0,0.72,
16898,2023-2-28,55.0,0.85,
16899,2023-2-28,12.5,0.63,
16900,2023-3-1,52.5,1.65,
16901,2023-3-1,32.5,3.5,
16902,2023-3-1,35.0,0.55,
16903,2023-3-1,30,1.57,
16904,2023-3-1,57.5,2.25,
16905,2023-3-1,60.0,1.78,
16906,2023-3-1,32.5,1.79,
16907,2023-3-1,30,1.6,
16908,2023-3-1,22.5,1.58,
16909,2023-3-1,35.0,3.61,
16910,2023-3-1,12.5,4.12,
16911,2023-3-1,52.5,4.63,
16912,2023-3-1,25.0,3.63,
16913,2023-3-1,55.0,1.51,
16914,2023-3-1,55.0,4.37,
16915,2023-3-1,22.5,1.22,
16916,2023-3-1,42.5,3.65,
16917,2023-3-1,10,2.47,
16918,2023-3-1,45.0,0.0,
16919,2023-3-1,10,1.03,
16920,2023-3-1,42.5,2.12,
16921,2023-3-1,30,1.71,
16922,2023-3-1,20,2.47,
16923,2023-3-1,45.0,0.85,
16924,2023-3-1,47.5,1.41,
16925,2023-3-1,35.0,2.44,
16926,2023-3-1,12.5,1.64,
16927,2023-3-1,52.5,2.32,
16928,2023-3-1,57.5,3.89,
16929,2023-3-1,32.5,1.27,
16930,2023-3-1,32.5,0.65,
16931,2023-3-1,10,4.26,
16932,2023-3-1,57.5,2.76,
16933,2023-3-1,20,1.08,
16934,2023-3-1,20,3.63,
16935,2023-3-1,35.0,2.05,
16936,2023-3-1,22.5,0.32,
16937,2023-3-1,25.0,2.79,
16938,2023-3-1,47.5,2.77,
16939,2023-3-1,62.5,1.05,
16940,2023-3-1,32.5,2.92,
16941,2023-3-1,42.5,4.34,
16942,2023-3-1,10,2.06,
16943,2023-3-1,22.5,3.75,
16944,2023-3-1,35.0,1.71,
16945,2023-3-1,22.5,4.61,
16946,2023-3-1,47.5,2.68,
16947,2023-3-1,62.5,4.46,
16948,2023-3-1,10,0.46,
16949,2023-3-1,47.5,0.0,
16950,2023-3-1,57.5,0.67,
16951,2023-3-1,22.5,2.67,
16952,2023-3-1,32.5,0.21,
16953,2023-3-1,52.5,3.63,
16954,2023-3-1,47.5,4.13,
16955,2023-3-1,37.5,0.49,
16956,2023-3-1,55.0,3.93,
16957,2023-3-1,10,1.52,
16958,2023-3-1,10,0.96,
16959,2023-3-1,12.5,0.48,
16960,2023-3-1,52.5,0.32,
16961,2023-3-1,47.5,3.36,
16962,2023-3-1,52.5,0.57,
16963,2023-3-1,57.5,2.25,
16964,2023-3-1,12.5,0.66,
16965,2023-3-1,10,3.53,
16966,2023-3-1,37.5,0.13,
16967,2023-3-1,25.0,2.92,
16968,2023-3-1,12.5,0.46,
16969,2023-3-1,47.5,0.3,
16970,2023-3-1,32.5,0.98,
16971,2023-3-1,52.5,4.85,
16972,2023-3-1,12.5,3.12,
16973,2023-3-1,47.5,2.09,
16974,2023-3-1,57.5,3.17,
16975,2023-3-1,12.5,2.37,
16976,2023-3-1,50.0,1.33,
16977,2023-3-1,52.5,0.88,
16978,2023-3-1,52.5,0.6,
16979,2023-3-1,10,3.52,
16980,2023-3-1,12.5,1.24,
16981,2023-3-1,35.0,4.82,
16982,2023-3-1,12.5,1.85,
16983,2023-3-1,35.0,2.13,
16984,2023-3-1,42.5,2.79,
16985,2023-3-1,22.5,3.93,
16986,2023-3-1,10,4.94,
16987,2023-3-1,25.0,3.55,
16988,2023-3-1,35.0,1.14,
16989,2023-3-1,20,0.87,
16990,2023-3-1,57.5,1.54,
16991,2023-3-1,45.0,2.13,
16992,2023-3-1,45.0,1.49,
16993,2023-3-1,57.5,2.34,
16994,2023-3-1,50.0,4.44,
16995,2023-3-1,37.5,1.18,
16996,2023-3-1,12.5,1.67,
16997,2023-3-1,60.0,0.66,
16998,2023-3-1,42.5,3.52,
16999,2023-3-1,12.5,1.78,
17000,2023-3-2,47.5,1.62,
17001,2023-3-2,32.5,2.85,
17002,2023-3-2,12.5,1.08,
17003,2023-3-2,57.5,1.07,
17004,2023-3-2,32.5,0.54,
17005,2023-3-2,12.5,4.8,
17006,2023-3-2,22.5,2.59,
17007,2023-3-2,55.0,3.06,
17008,2023-3-2,57.5,1.84,
17009,2023-3-2,22.5,3.17,
17010,2023-3-2,55.0,3.84,
17011,2023-3-2,12.5,2.18,
17012,2023-3-2,22.5,0.26,
17013,2023-3-2,10,3.5,
17014,2023-3-2,52.5,2.8,
17015,2023-3-2,20,2.7,
17016,2023-3-2,10,2.37,
17017,2023-3-2,57.5,3.38,
17018,2023-3-2,22.5,2.42,
17019,2023-3-2,50.0,2.55,
17020,2023-3-2,22.5,1.02,
17021,2023-3-2,52.5,1.54,
17022,2023-3-2,45.0,3.24,
17023,2023-3-2,22.5,0.78,
17024,2023-3-2,25.0,1.88,
17025,2023-3-2,50.0,0.61,
17026,2023-3-2,60.0,4.69,
17027,2023-3-2,42.5,4.67,
17028,2023-3-2,10,3.31,
17029,2023-3-2,57.5,3.8,
17030,2023-3-2,35.0,2.4,
17031,2023-3-2,47.5,2.44,
17032,2023-3-2,35.0,3.59,
17033,2023-3-2,55.0,2.63,
17034,2023-3-2,55.0,3.27,
17035,2023-3-2,35.0,3.04,
17036,2023-3-2,40,4.84,
17037,2023-3-2,35.0,2.1,
17038,2023-3-2,37.5,0.56,
17039,2023-3-2,35.0,4.26,
17040,2023-3-2,42.5,3.4,
17041,2023-3-2,47.5,1.12,
17042,2023-3-2,47.5,1.04,
17043,2023-3-2,20,1.27,
17044,2023-3-2,25.0,4.64,
17045,2023-3-2,22.5,4.49,
17046,2023-3-2,10,3.68,
17047,2023-3-2,32.5,2.25,
17048,2023-3-2,22.5,0.53,
17049,2023-3-2,42.5,3.56,
17050,2023-3-2,10,2.75,
17051,2023-3-2,20,1.91,
17052,2023-3-2,20,3.82,
17053,2023-3-2,35.0,1.89,
17054,2023-3-2,47.5,3.8,
17055,2023-3-2,22.5,1.49,
17056,2023-3-2,35.0,2.41,
17057,2023-3-2,47.5,4.46,
17058,2023-3-2,12.5,2.97,
17059,2023-3-2,45.0,3.56,
17060,2023-3-2,22.5,1.99,
17061,2023-3-2,42.5,3.97,
17062,2023-3-2,57.5,0.01,
17063,2023-3-2,30,3.09,
17064,2023-3-2,22.5,4.28,
17065,2023-3-2,22.5,4.5,
17066,2023-3-2,35.0,4.0,
17067,2023-3-2,42.5,3.91,
17068,2023-3-2,37.5,0.72,
17069,2023-3-2,30,0.54,
17070,2023-3-2,32.5,3.13,
17071,2023-3-2,47.5,0.31,
17072,2023-3-2,32.5,2.73,
17073,2023-3-2,35.0,2.21,
17074,2023-3-2,47.5,4.55,
17075,2023-3-2,57.5,3.59,
17076,2023-3-2,35.0,3.3,
17077,2023-3-2,20,2.38,
17078,2023-3-2,12.5,3.34,
17079,2023-3-2,57.5,4.2,
17080,2023-3-2,50.0,0.47,
17081,2023-3-2,57.5,0.21,
17082,2023-3-2,32.5,0.77,
17083,2023-3-2,32.5,2.66,
17084,2023-3-2,47.5,4.35,
17085,2023-3-2,22.5,1.68,
17086,2023-3-2,12.5,3.13,
17087,2023-3-2,57.5,4.57,
17088,2023-3-2,12.5,1.55,
17089,2023-3-2,25.0,3.1,
17090,2023-3-2,42.5,3.64,
17091,2023-3-2,22.5,0.81,
17092,2023-3-2,42.5,2.49,
17093,2023-3-2,45.0,1.36,
17094,2023-3-2,32.5,4.09,
17095,2023-3-2,45.0,3.75,
17096,2023-3-2,32.5,4.54,
17097,2023-3-2,10,4.29,
17098,2023-3-2,22.5,4.61,
17099,2023-3-2,60.0,2.72,
17100,2023-3-3,32.5,1.06,
17101,2023-3-3,55.0,2.38,
17102,2023-3-3,35.0,0.5,
17103,2023-3-3,35.0,1.8,
17104,2023-3-3,45.0,1.61,
17105,2023-3-3,60.0,3.8,
17106,2023-3-3,35.0,0.99,
17107,2023-3-3,47.5,2.91,
17108,2023-3-3,32.5,0.98,
17109,2023-3-3,35.0,4.42,
17110,2023-3-3,10,2.25,
17111,2023-3-3,55.0,1.67,
17112,2023-3-3,10,2.31,
17113,2023-3-3,10,2.14,
17114,2023-3-3,10,0.86,
17115,2023-3-3,45.0,4.47,
17116,2023-3-3,35.0,4.34,
17117,2023-3-3,37.5,3.72,
17118,2023-3-3,32.5,3.93,
17119,2023-3-3,42.5,1.81,
17120,2023-3-3,25.0,2.32,
17121,2023-3-3,40,1.16,
17122,2023-3-3,37.5,3.2,
17123,2023-3-3,12.5,2.53,
17124,2023-3-3,57.5,1.07,
17125,2023-3-3,20,3.57,
17126,2023-3-3,35.0,1.79,
17127,2023-3-3,10,3.96,
17128,2023-3-3,12.5,3.43,
17129,2023-3-3,35.0,2.8,
17130,2023-3-3,25.0,4.25,
17131,2023-3-3,35.0,4.93,
17132,2023-3-3,22.5,3.37,
17133,2023-3-3,47.5,4.85,
17134,2023-3-3,20,2.87,
17135,2023-3-3,32.5,2.12,
17136,2023-3-3,32.5,2.13,
17137,2023-3-3,45.0,0.19,
17138,2023-3-3,20,4.9,
17139,2023-3-3,25.0,0.34,
17140,2023-3-3,12.5,0.27,
17141,2023-3-3,42.5,2.68,
17142,2023-3-3,25.0,2.93,
17143,2023-3-3,10,4.45,
17144,2023-3-3,60.0,0.05,
17145,2023-3-3,12.5,4.88,
17146,2023-3-3,22.5,3.05,
17147,2023-3-3,12.5,0.63,
17148,2023-3-3,50,4.07,
17149,2023-3-3,55.0,1.07,
17150,2023-3-3,10,3.38,
17151,2023-3-3,47.5,4.63,
17152,2023-3-3,35.0,0.59,
17153,2023-3-3,55.0,4.63,
17154,2023-3-3,12.5,3.08,
17155,2023-3-3,35.0,1.05,
17156,2023-3-3,57.5,4.36,
17157,2023-3-3,45.0,0.21,
17158,2023-3-3,25.0,1.15,
17159,2023-3-3,47.5,4.38,
17160,2023-3-3,62.5,4.93,
17161,2023-3-3,22.5,3.28,
17162,2023-3-3,50.0,0.19,
17163,2023-3-3,42.5,4.55,
17164,2023-3-3,12.5,2.62,
17165,2023-3-3,22.5,0.52,
17166,2023-3-3,25.0,0.62,
17167,2023-3-3,20,4.85,
17168,2023-3-3,60.0,0.23,
17169,2023-3-3,40,3.4,
17170,2023-3-3,52.5,4.89,
17171,2023-3-3,10,3.53,
17172,2023-3-3,20,2.92,
17173,2023-3-3,10,4.5,
17174,2023-3-3,30,4.3,
17175,2023-3-3,12.5,2.44,
17176,2023-3-3,20,2.84,
17177,2023-3-3,25.0,4.18,
17178,2023-3-3,45.0,4.56,
17179,2023-3-3,22.5,2.54,
17180,2023-3-3,12.5,4.38,
17181,2023-3-3,42.5,0.8,
17182,2023-3-3,10,1.43,
17183,2023-3-3,37.5,1.22,
17184,2023-3-3,10,3.3,
17185,2023-3-3,30,0.33,
17186,2023-3-3,10,3.25,
17187,2023-3-3,22.5,4.08,
17188,2023-3-3,35.0,5.0,
17189,2023-3-3,20,4.02,
17190,2023-3-3,10,0.91,
17191,2023-3-3,12.5,3.67,
17192,2023-3-3,20,2.01,
17193,2023-3-3,10,4.39,
17194,2023-3-3,47.5,1.87,
17195,2023-3-3,57.5,0.71,
17196,2023-3-3,47.5,2.76,
17197,2023-3-3,35.0,4.78,
17198,2023-3-3,10,1.77,
17199,2023-3-3,47.5,3.71,
17200,2023-3-4,55.0,3.91,
17201,2023-3-4,12.5,1.45,
17202,2023-3-4,32.5,4.17,
17203,2023-3-4,12.5,1.19,
17204,2023-3-4,25.0,3.15,
17205,2023-3-4,10,1.21,
17206,2023-3-4,25.0,1.88,
17207,2023-3-4,45.0,1.69,
17208,2023-3-4,37.5,0.67,
17209,2023-3-4,45.0,2.26,
17210,2023-3-4,47.5,2.64,
17211,2023-3-4,22.5,0.08,
17212,2023-3-4,57.5,4.79,
17213,2023-3-4,55.0,1.61,
17214,2023-3-4,35.0,0.66,
17215,2023-3-4,57.5,2.12,
17216,2023-3-4,25.0,4.38,
17217,2023-3-4,57.5,4.12,
17218,2023-3-4,60.0,0.76,
17219,2023-3-4,32.5,3.16,
17220,2023-3-4,35.0,0.05,
17221,2023-3-4,37.5,0.17,
17222,2023-3-4,60.0,4.02,
17223,2023-3-4,37.5,2.33,
17224,2023-3-4,45.0,3.29,
17225,2023-3-4,20,2.39,
17226,2023-3-4,40,3.58,
17227,2023-3-4,57.5,4.6,
17228,2023-3-4,55.0,3.32,
17229,2023-3-4,45.0,0.14,
17230,2023-3-4,45.0,1.46,
17231,2023-3-4,25.0,1.44,
17232,2023-3-4,37.5,4.72,
17233,2023-3-4,35.0,0.94,
17234,2023-3-4,55.0,2.72,
17235,2023-3-4,25.0,0.96,
17236,2023-3-4,32.5,1.36,
17237,2023-3-4,37.5,1.1,
17238,2023-3-4,37.5,2.96,
17239,2023-3-4,52.5,0.17,
17240,2023-3-4,55.0,1.31,
17241,2023-3-4,35.0,2.59,
17242,2023-3-4,20,0.67,
17243,2023-3-4,42.5,3.22,
17244,2023-3-4,55.0,2.88,
17245,2023-3-4,32.5,1.22,
17246,2023-3-4,42.5,3.1,
17247,2023-3-4,37.5,0.25,
17248,2023-3-4,20,2.97,
17249,2023-3-4,60.0,2.75,
17250,2023-3-4,10,1.66,
17251,2023-3-4,10,4.39,
17252,2023-3-4,52.5,3.4,
17253,2023-3-4,45.0,3.87,
17254,2023-3-4,60.0,3.27,
17255,2023-3-4,10,3.82,
17256,2023-3-4,32.5,4.58,
17257,2023-3-4,12.5,2.16,
17258,2023-3-4,12.5,0.42,
17259,2023-3-4,22.5,3.89,
17260,2023-3-4,32.5,2.74,
17261,2023-3-4,37.5,1.96,
17262,2023-3-4,57.5,4.64,
17263,2023-3-4,10,3.63,
17264,2023-3-4,12.5,2.32,
17265,2023-3-4,50,3.46,
17266,2023-3-4,52.5,4.05,
17267,2023-3-4,57.5,3.9,
17268,2023-3-4,10,4.08,
17269,2023-3-4,12.5,1.22,
17270,2023-3-4,42.5,1.09,
17271,2023-3-4,20,0.48,
17272,2023-3-4,35.0,1.57,
17273,2023-3-4,22.5,3.71,
17274,2023-3-4,20,0.86,
17275,2023-3-4,60.0,3.34,
17276,2023-3-4,50.0,4.75,
17277,2023-3-4,10,4.73,
17278,2023-3-4,62.5,2.04,
17279,2023-3-4,10,2.55,
17280,2023-3-4,22.5,3.57,
17281,2023-3-4,10,2.72,
17282,2023-3-4,32.5,3.02,
17283,2023-3-4,25.0,3.62,
17284,2023-3-4,35.0,1.41,
17285,2023-3-4,30,2.72,
17286,2023-3-4,12.5,4.13,
17287,2023-3-4,22.5,3.3,
17288,2023-3-4,25.0,3.92,
17289,2023-3-4,47.5,0.63,
17290,2023-3-4,52.5,3.62,
17291,2023-3-4,25.0,4.83,
17292,2023-3-4,45.0,2.83,
17293,2023-3-4,45.0,4.23,
17294,2023-3-4,35.0,4.62,
17295,2023-3-4,10,4.88,
17296,2023-3-4,57.5,3.95,
17297,2023-3-4,37.5,1.94,
17298,2023-3-4,57.5,0.71,
17299,2023-3-4,55.0,4.31,
17300,2023-3-5,52.5,1.52,
17301,2023-3-5,42.5,1.76,
17302,2023-3-5,55.0,1.96,
17303,2023-3-5,57.5,3.79,
17304,2023-3-5,60.0,2.81,
17305,2023-3-5,42.5,0.26,
17306,2023-3-5,10,1.32,
17307,2023-3-5,55.0,1.59,
17308,2023-3-5,10,3.98,
17309,2023-3-5,22.5,2.48,
17310,2023-3-5,55.0,1.92,
17311,2023-3-5,22.5,0.08,
17312,2023-3-5,25.0,2.35,
17313,2023-3-5,10,3.04,
17314,2023-3-5,45.0,4.88,
17315,2023-3-5,12.5,1.68,
17316,2023-3-5,30,1.59,
17317,2023-3-5,32.5,1.09,
17318,2023-3-5,12.5,0.84,
17319,2023-3-5,30,1.18,
17320,2023-3-5,45.0,0.09,
17321,2023-3-5,45.0,3.81,
17322,2023-3-5,57.5,2.31,
17323,2023-3-5,35.0,2.4,
17324,2023-3-5,32.5,1.05,
17325,2023-3-5,12.5,1.56,
17326,2023-3-5,22.5,1.62,
17327,2023-3-5,22.5,3.01,
17328,2023-3-5,12.5,4.89,
17329,2023-3-5,52.5,3.76,
17330,2023-3-5,32.5,3.17,
17331,2023-3-5,20,1.99,
17332,2023-3-5,35.0,2.94,
17333,2023-3-5,42.5,3.34,
17334,2023-3-5,42.5,1.46,
17335,2023-3-5,12.5,4.24,
17336,2023-3-5,32.5,1.09,
17337,2023-3-5,60.0,1.29,
17338,2023-3-5,22.5,0.29,
17339,2023-3-5,52.5,4.73,
17340,2023-3-5,25.0,2.63,
17341,2023-3-5,10,1.58,
17342,2023-3-5,12.5,2.97,
17343,2023-3-5,47.5,0.05,
17344,2023-3-5,25.0,4.18,
17345,2023-3-5,40,3.75,
17346,2023-3-5,20,2.94,
17347,2023-3-5,45.0,1.33,
17348,2023-3-5,45.0,1.25,
17349,2023-3-5,52.5,3.43,
17350,2023-3-5,12.5,4.5,
17351,2023-3-5,35.0,1.09,
17352,2023-3-5,62.5,4.9,
17353,2023-3-5,22.5,1.27,
17354,2023-3-5,12.5,3.98,
17355,2023-3-5,52.5,3.43,
17356,2023-3-5,12.5,2.77,
17357,2023-3-5,22.5,1.23,
17358,2023-3-5,12.5,4.34,
17359,2023-3-5,32.5,0.93,
17360,2023-3-5,35.0,4.56,
17361,2023-3-5,10,4.31,
17362,2023-3-5,10,1.49,
17363,2023-3-5,12.5,1.15,
17364,2023-3-5,50,0.07,
17365,2023-3-5,10,3.05,
17366,2023-3-5,10,0.28,
17367,2023-3-5,12.5,0.72,
17368,2023-3-5,52.5,4.21,
17369,2023-3-5,40,3.42,
17370,2023-3-5,22.5,4.01,
17371,2023-3-5,20,2.15,
17372,2023-3-5,55.0,2.2,
17373,2023-3-5,12.5,3.84,
17374,2023-3-5,45.0,1.1,
17375,2023-3-5,52.5,0.32,
17376,2023-3-5,45.0,1.77,
17377,2023-3-5,35.0,1.81,
17378,2023-3-5,35.0,1.54,
17379,2023-3-5,32.5,1.84,
17380,2023-3-5,22.5,4.27,
17381,2023-3-5,10,1.37,
17382,2023-3-5,55.0,1.79,
17383,2023-3-5,30,4.2,
17384,2023-3-5,22.5,2.71,
17385,2023-3-5,32.5,3.35,
17386,2023-3-5,55.0,1.36,
17387,2023-3-5,47.5,0.45,
17388,2023-3-5,47.5,4.43,
17389,2023-3-5,42.5,1.5,
17390,2023-3-5,10,0.65,
17391,2023-3-5,45.0,2.12,
17392,2023-3-5,42.5,1.61,
17393,2023-3-5,25.0,4.24,
17394,2023-3-5,45.0,2.53,
17395,2023-3-5,22.5,0.13,
17396,2023-3-5,25.0,1.83,
17397,2023-3-5,20,2.06,
17398,2023-3-5,50.0,2.13,
17399,2023-3-5,55.0,4.35,
17400,2023-3-6,35.0,3.44,
17401,2023-3-6,60.0,3.52,
17402,2023-3-6,37.5,3.52,
17403,2023-3-6,10,3.16,
17404,2023-3-6,37.5,1.05,
17405,2023-3-6,20,1.05,
17406,2023-3-6,55.0,3.45,
17407,2023-3-6,12.5,0.6,
17408,2023-3-6,45.0,2.91,
17409,2023-3-6,22.5,2.98,
17410,2023-3-6,55.0,2.92,
17411,2023-3-6,22.5,1.16,
17412,2023-3-6,45.0,3.21,
17413,2023-3-6,10,1.21,
17414,2023-3-6,30,1.26,
17415,2023-3-6,57.5,3.15,
17416,2023-3-6,37.5,0.96,
17417,2023-3-6,12.5,1.01,
17418,2023-3-6,57.5,4.6,
17419,2023-3-6,22.5,3.12,
17420,2023-3-6,20,3.99,
17421,2023-3-6,32.5,3.42,
17422,2023-3-6,55.0,0.56,
17423,2023-3-6,12.5,4.45,
17424,2023-3-6,12.5,4.44,
17425,2023-3-6,55.0,2.65,
17426,2023-3-6,45.0,2.34,
17427,2023-3-6,22.5,2.9,
17428,2023-3-6,55.0,4.32,
17429,2023-3-6,12.5,4.16,
17430,2023-3-6,47.5,1.45,
17431,2023-3-6,40,1.77,
17432,2023-3-6,20,0.89,
17433,2023-3-6,55.0,2.95,
17434,2023-3-6,55.0,3.83,
17435,2023-3-6,30,3.06,
17436,2023-3-6,52.5,4.58,
17437,2023-3-6,20,0.62,
17438,2023-3-6,10,4.58,
17439,2023-3-6,42.5,1.79,
17440,2023-3-6,10,0.86,
17441,2023-3-6,10,2.06,
17442,2023-3-6,50.0,1.85,
17443,2023-3-6,30,3.08,
17444,2023-3-6,47.5,0.23,
17445,2023-3-6,52.5,3.04,
17446,2023-3-6,47.5,1.24,
17447,2023-3-6,42.5,4.27,
17448,2023-3-6,42.5,3.66,
17449,2023-3-6,47.5,2.17,
17450,2023-3-6,47.5,4.94,
17451,2023-3-6,37.5,1.3,
17452,2023-3-6,22.5,1.2,
17453,2023-3-6,57.5,4.78,
17454,2023-3-6,45.0,2.43,
17455,2023-3-6,32.5,4.92,
17456,2023-3-6,55.0,1.64,
17457,2023-3-6,47.5,3.94,
17458,2023-3-6,35.0,2.2,
17459,2023-3-6,42.5,2.67,
17460,2023-3-6,37.5,0.0,
17461,2023-3-6,10,4.42,
17462,2023-3-6,20,0.88,
17463,2023-3-6,42.5,1.89,
17464,2023-3-6,10,3.93,
17465,2023-3-6,20,1.27,
17466,2023-3-6,12.5,3.95,
17467,2023-3-6,10,2.72,
17468,2023-3-6,22.5,0.89,
17469,2023-3-6,37.5,3.08,
17470,2023-3-6,35.0,4.41,
17471,2023-3-6,45.0,2.87,
17472,2023-3-6,12.5,1.66,
17473,2023-3-6,32.5,1.01,
17474,2023-3-6,12.5,2.48,
17475,2023-3-6,45.0,0.42,
17476,2023-3-6,22.5,2.89,
17477,2023-3-6,60.0,2.85,
17478,2023-3-6,47.5,3.35,
17479,2023-3-6,37.5,0.23,
17480,2023-3-6,45.0,4.89,
17481,2023-3-6,47.5,2.63,
17482,2023-3-6,12.5,2.35,
17483,2023-3-6,12.5,3.23,
17484,2023-3-6,12.5,1.45,
17485,2023-3-6,25.0,2.26,
17486,2023-3-6,25.0,4.28,
17487,2023-3-6,37.5,1.29,
17488,2023-3-6,45.0,3.45,
17489,2023-3-6,12.5,3.96,
17490,2023-3-6,10,3.49,
17491,2023-3-6,22.5,4.31,
17492,2023-3-6,12.5,1.33,
17493,2023-3-6,52.5,2.94,
17494,2023-3-6,22.5,1.21,
17495,2023-3-6,40,1.43,
17496,2023-3-6,45.0,4.37,
17497,2023-3-6,45.0,2.49,
17498,2023-3-6,10,0.29,
17499,2023-3-6,22.5,4.66,
17500,2023-3-6,25.0,3.83,
17501,2023-3-6,55.0,1.57,
17502,2023-3-6,57.5,2.58,
17503,2023-3-6,10,3.86,
17504,2023-3-6,42.5,3.93,
17505,2023-3-6,47.5,1.05,
17506,2023-3-6,10,3.54,
17507,2023-3-6,57.5,3.21,
17508,2023-3-6,32.5,1.05,
17509,2023-3-6,10,2.13,
17510,2023-3-6,20,4.57,
17511,2023-3-6,12.5,2.27,
17512,2023-3-6,45.0,1.14,
17513,2023-3-6,60.0,3.64,
17514,2023-3-6,22.5,3.13,
17515,2023-3-6,57.5,3.4,
