Order_ID, Date_, Subtotal, Tip, Coupon_Code, Time_
28632,2023-5-19,52.5,4.69,,17:59
28633,2023-5-19,25.0,1.71,,15:40
28634,2023-5-19,62.5,0.88,,12:45
28635,2023-5-19,57.5,4.89,,19:15
28636,2023-5-19,52.5,3.61,,11:3
28637,2023-5-19,25.0,0.28,,21:27
28638,2023-5-19,67.5,4.95,,20:10
28639,2023-5-19,77.5,2.35,,11:43
28640,2023-5-19,32.5,4.99,,15:59
28641,2023-5-19,25.0,3.92,,16:31
28642,2023-5-19,50.0,0.6,,17:26
28643,2023-5-19,65.0,3.01,,17:38
28644,2023-5-19,70.0,4.92,,20:10
28645,2023-5-19,67.5,2.74,,22:6
28646,2023-5-19,15.0,0.12,,17:43
28647,2023-5-19,35.0,3.75,,13:46
28648,2023-5-19,20.0,2.35,,22:28
28649,2023-5-19,50.0,2.83,,15:11
28650,2023-5-19,10.0,1.2,,22:16
28651,2023-5-19,10.0,4.16,,12:28
28652,2023-5-19,57.5,3.55,,20:5
28653,2023-5-19,15.0,3.09,,12:10
28654,2023-5-19,50.0,4.27,,13:36
28655,2023-5-19,42.5,3.69,,14:30
28656,2023-5-19,42.5,2.22,,20:55
28657,2023-5-19,60.0,2.57,,17:47
28658,2023-5-19,55.5,0.14,,17:28
28659,2023-5-19,62.5,0.5,,20:9
28660,2023-5-19,37.5,2.77,,13:9
28661,2023-5-19,47.5,2.63,,16:8
28662,2023-5-19,50.0,1.94,,12:2
28663,2023-5-19,22.5,2.86,,19:2
28664,2023-5-19,77.5,4.69,,15:41
28665,2023-5-19,67.5,2.9,,14:4
28666,2023-5-19,22.5,2.94,,18:28
28667,2023-5-19,15.0,2.91,,21:30
28668,2023-5-19,75.0,1.24,,12:9
28669,2023-5-19,12.5,1.29,,17:24
28670,2023-5-19,12.5,1.7,,20:40
28671,2023-5-19,35.0,3.14,,22:8
28672,2023-5-19,22.5,3.48,,12:45
28673,2023-5-19,42.5,4.72,,20:48
28674,2023-5-19,12.5,2.1,,18:23
28675,2023-5-19,42.5,2.52,,16:13
28676,2023-5-19,25.0,3.48,,18:44
28677,2023-5-19,35.0,0.98,,19:24
28678,2023-5-19,60.5,1.38,,20:2
28679,2023-5-19,50.0,1.56,,19:7
28680,2023-5-19,40.0,3.71,,14:57
28681,2023-5-19,65.0,3.35,,11:59
28682,2023-5-19,25.0,2.07,,22:8
28683,2023-5-19,20.0,4.93,,13:22
28684,2023-5-19,42.5,1.75,,22:5
28685,2023-5-19,27.5,2.31,,20:17
28686,2023-5-19,10.0,1.47,,14:4
28687,2023-5-19,70.0,4.52,,19:30
28688,2023-5-19,75.0,2.59,,21:28
28689,2023-5-19,45.0,2.36,,20:29
28690,2023-5-19,25.0,2.93,,18:47
28691,2023-5-19,50.0,0.56,,16:19
28692,2023-5-19,55.0,1.12,,12:5
28693,2023-5-19,32.5,1.66,,19:56
28694,2023-5-19,10.0,1.54,,19:47
28695,2023-5-19,35.0,0.98,,21:38
28696,2023-5-19,65.0,2.11,,22:55
28697,2023-5-19,15.0,0.7,,22:47
28698,2023-5-19,75.0,4.84,,15:12
28699,2023-5-19,42.5,2.14,,21:9
28700,2023-5-19,20.0,0.33,,18:50
28701,2023-5-19,27.5,3.47,,11:51
28702,2023-5-19,55.0,1.93,,22:30
28703,2023-5-19,47.5,4.92,,18:0
28704,2023-5-19,37.5,2.52,,14:7
28705,2023-5-19,40.0,1.32,,16:54
28706,2023-5-19,50.0,0.54,,11:0
28707,2023-5-19,35.0,4.93,,13:9
28708,2023-5-19,20.0,3.24,,19:38
28709,2023-5-19,70.0,0.23,,17:34
28710,2023-5-19,70.0,0.08,,22:19
28711,2023-5-19,83.0,3.69,,17:30
28712,2023-5-19,63.0,2.31,,17:59
28713,2023-5-19,35.0,3.94,,14:2
28714,2023-5-19,47.5,2.21,,12:21
28715,2023-5-19,27.5,2.98,,12:1
28716,2023-5-19,55.0,4.94,,11:46
28717,2023-5-19,10.0,1.69,,14:6
28718,2023-5-19,52.5,4.74,,19:50
28719,2023-5-19,32.5,2.2,,19:39
28720,2023-5-19,18.0,3.61,,16:34
28721,2023-5-19,62.5,2.89,,17:51
28722,2023-5-19,60.0,4.16,,16:14
28723,2023-5-19,47.5,4.29,,16:11
28724,2023-5-19,50.0,3.97,,20:17
28725,2023-5-19,42.5,3.01,,12:58
28726,2023-5-19,37.5,0.44,,12:23
28727,2023-5-19,30.0,2.63,,11:19
28728,2023-5-19,65.0,1.51,,19:25
28729,2023-5-19,30.0,3.49,,22:1
28730,2023-5-19,50.0,3.31,,22:31
28731,2023-5-19,40.0,4.64,,15:57
28732,2023-5-19,25.0,3.5,,13:25
28733,2023-5-19,15.0,0.74,,12:29
28734,2023-5-19,42.5,3.27,,21:7
28735,2023-5-19,40.0,0.1,,19:0
28736,2023-5-19,22.5,1.0,,14:42
28737,2023-5-19,20.0,1.54,,20:52
28738,2023-5-19,52.5,1.47,,13:19
28739,2023-5-19,40.5,3.23,,15:48
28740,2023-5-19,15.0,4.01,,12:16
28741,2023-5-19,55.0,1.98,,13:29
28742,2023-5-19,25.0,0.42,,17:0
28743,2023-5-19,45.0,4.82,,19:17
28744,2023-5-19,42.5,3.27,,20:17
28745,2023-5-19,40.0,3.31,,22:44
28746,2023-5-19,57.5,2.22,,19:6
28747,2023-5-19,22.5,4.63,,15:2
28748,2023-5-19,25.0,4.28,,15:47
28749,2023-5-19,20.0,3.08,,22:26
28750,2023-5-20,20.0,3.63,,18:32
28751,2023-5-20,40.0,0.3,,11:9
28752,2023-5-20,40.0,1.35,,11:58
28753,2023-5-20,52.5,1.96,,13:25
28754,2023-5-20,35.0,2.78,,19:38
28755,2023-5-20,27.5,3.48,,22:13
28756,2023-5-20,40.0,3.94,,12:46
28757,2023-5-20,42.5,2.19,,12:57
28758,2023-5-20,32.5,2.11,,11:16
28759,2023-5-20,70.0,1.24,,21:20
28760,2023-5-20,57.5,2.31,,17:43
28761,2023-5-20,10.0,0.01,,13:31
28762,2023-5-20,75.0,0.44,,15:41
28763,2023-5-20,37.5,0.44,,11:3
28764,2023-5-20,18.0,2.89,,20:56
28765,2023-5-20,27.5,1.71,,15:51
28766,2023-5-20,55.0,3.14,,12:36
28767,2023-5-20,35.0,0.95,,12:38
28768,2023-5-20,30.0,1.78,,16:15
28769,2023-5-20,62.5,4.73,,21:1
28770,2023-5-20,65.0,0.38,,21:2
28771,2023-5-20,30.0,4.4,,12:26
28772,2023-5-20,80.0,4.89,,12:27
28773,2023-5-20,40.0,4.07,,11:45
28774,2023-5-20,10.0,4.96,,18:3
28775,2023-5-20,20.0,1.22,,17:45
28776,2023-5-20,50.0,1.05,,18:34
28777,2023-5-20,12.5,2.18,,21:18
28778,2023-5-20,12.5,0.0,,21:5
28779,2023-5-20,37.5,4.32,,21:53
28780,2023-5-20,67.5,0.84,,22:52
28781,2023-5-20,42.5,1.42,,22:28
28782,2023-5-20,50.0,1.04,,21:42
28783,2023-5-20,50.0,4.28,,22:3
28784,2023-5-20,30.5,0.39,,11:0
28785,2023-5-20,20.0,2.25,,18:49
28786,2023-5-20,50.0,1.82,,14:15
28787,2023-5-20,15.0,0.08,,20:59
28788,2023-5-20,25.0,1.53,,13:40
28789,2023-5-20,35.0,4.21,,22:55
28790,2023-5-20,60.0,0.22,,14:31
28791,2023-5-20,75.0,4.09,,14:10
28792,2023-5-20,25.0,4.46,,22:41
28793,2023-5-20,70.0,4.29,,16:2
28794,2023-5-20,80.0,4.08,,11:23
28795,2023-5-20,50.0,2.01,,19:54
28796,2023-5-20,22.5,1.88,,20:38
28797,2023-5-20,47.5,0.91,,17:20
28798,2023-5-20,45.5,3.29,,21:19
28799,2023-5-20,27.5,0.6,,21:7
28800,2023-5-20,55.5,1.61,,11:58
28801,2023-5-20,32.5,0.81,,12:9
28802,2023-5-20,10.0,2.37,,20:46
28803,2023-5-20,15.0,1.12,,19:27
28804,2023-5-20,15.0,0.68,,11:57
28805,2023-5-20,70.0,3.96,,21:14
28806,2023-5-20,42.5,2.96,,18:25
28807,2023-5-20,52.5,4.6,,12:51
28808,2023-5-20,10.0,2.65,,19:29
28809,2023-5-20,75.0,2.71,,15:32
28810,2023-5-20,50.0,0.55,,20:46
28811,2023-5-20,10.0,2.75,,19:8
28812,2023-5-20,15.0,0.18,,11:43
28813,2023-5-20,42.5,1.56,,21:22
28814,2023-5-20,20.0,4.27,,13:38
28815,2023-5-20,30.0,2.69,,13:24
28816,2023-5-20,12.5,3.0,,13:38
28817,2023-5-20,70.0,2.53,,22:50
28818,2023-5-20,25.0,4.69,,11:43
28819,2023-5-20,57.5,0.61,,16:6
28820,2023-5-20,60.0,1.19,,18:33
28821,2023-5-20,60.0,3.05,,12:42
28822,2023-5-20,37.5,2.2,,15:42
28823,2023-5-20,25.0,4.37,,17:42
28824,2023-5-20,32.5,2.9,,18:29
28825,2023-5-20,25.0,3.05,,22:55
28826,2023-5-20,15.0,3.72,,11:29
28827,2023-5-20,45.0,0.58,,17:24
28828,2023-5-20,15.0,3.27,,17:5
28829,2023-5-20,52.5,1.7,,17:58
28830,2023-5-20,50.0,2.61,,13:14
28831,2023-5-20,57.5,2.29,,11:40
28832,2023-5-20,52.5,4.94,,15:53
28833,2023-5-20,45.0,3.1,,12:55
28834,2023-5-20,27.5,4.96,,12:11
28835,2023-5-20,10.0,4.62,,19:1
28836,2023-5-20,12.5,1.85,,11:9
28837,2023-5-20,50.5,1.64,,19:0
28838,2023-5-20,72.5,3.46,,22:20
28839,2023-5-20,42.5,2.73,,14:14
28840,2023-5-20,10.0,3.78,,19:21
28841,2023-5-20,67.5,0.86,,22:27
28842,2023-5-20,75.0,1.75,,19:19
28843,2023-5-20,62.5,0.2,,15:19
28844,2023-5-20,10.0,1.22,,15:0
28845,2023-5-20,30.0,2.8,,22:39
28846,2023-5-20,75.0,2.47,,12:42
28847,2023-5-20,52.5,1.84,,15:28
28848,2023-5-20,37.5,3.11,,21:43
28849,2023-5-20,25.0,0.69,,14:43
28850,2023-5-20,15.0,3.97,,12:58
28851,2023-5-20,10.0,1.48,,21:11
28852,2023-5-20,30.0,2.27,,18:46
28853,2023-5-20,60.0,0.8,,11:15
28854,2023-5-20,65.5,4.16,,15:53
28855,2023-5-20,55.0,4.66,,15:50
28856,2023-5-20,25.0,2.58,,12:34
28857,2023-5-20,15.0,3.67,,12:3
28858,2023-5-20,15.0,0.68,,17:49
28859,2023-5-20,42.5,3.52,,22:32
28860,2023-5-20,43.0,3.31,,16:6
28861,2023-5-21,65.0,0.34,,12:55
28862,2023-5-21,50.0,4.96,,22:5
28863,2023-5-21,40.0,0.29,,12:55
28864,2023-5-21,25.0,3.45,,13:42
28865,2023-5-21,47.5,3.49,,13:44
28866,2023-5-21,67.5,1.93,,17:30
28867,2023-5-21,77.5,0.67,,20:53
28868,2023-5-21,22.5,3.83,,22:46
28869,2023-5-21,70.0,2.29,,12:46
28870,2023-5-21,40.0,4.79,,13:39
28871,2023-5-21,20.0,2.83,,15:31
28872,2023-5-21,55.0,2.87,,22:42
28873,2023-5-21,53.0,3.32,,19:37
28874,2023-5-21,52.5,1.69,,17:21
28875,2023-5-21,32.5,3.26,,13:4
28876,2023-5-21,35.0,3.02,,15:51
28877,2023-5-21,25.0,0.11,,21:50
28878,2023-5-21,62.5,2.98,,13:26
28879,2023-5-21,72.5,4.44,,18:19
28880,2023-5-21,10.0,0.2,,17:22
28881,2023-5-21,15.0,0.47,,11:9
28882,2023-5-21,25.0,2.06,,17:25
28883,2023-5-21,27.5,3.41,,18:56
28884,2023-5-21,30.0,4.77,,16:46
28885,2023-5-21,50.0,1.06,,11:6
28886,2023-5-21,45.0,2.6,,21:23
28887,2023-5-21,15.0,1.8,,11:59
28888,2023-5-21,27.5,0.22,,20:11
28889,2023-5-21,40.0,0.23,,21:43
28890,2023-5-21,55.0,2.61,,21:17
28891,2023-5-21,22.5,4.55,,13:35
28892,2023-5-21,90.0,2.97,,16:43
28893,2023-5-21,25.0,3.84,,20:41
28894,2023-5-21,32.5,0.38,,22:49
28895,2023-5-21,45.0,3.27,,18:55
28896,2023-5-21,45.0,3.72,,19:10
28897,2023-5-21,57.5,2.0,,21:27
28898,2023-5-21,55.0,4.68,,22:42
28899,2023-5-21,55.0,2.15,,20:34
28900,2023-5-21,42.5,2.52,,13:17
28901,2023-5-21,48.0,3.89,,11:35
28902,2023-5-21,63.0,3.79,,12:6
28903,2023-5-21,32.5,4.75,,12:44
28904,2023-5-21,75.0,4.02,,21:48
28905,2023-5-21,77.5,0.99,,13:5
28906,2023-5-21,15.0,1.73,,13:27
28907,2023-5-21,62.5,2.61,,11:10
28908,2023-5-21,30.5,1.29,,20:40
28909,2023-5-21,12.5,2.63,,16:22
28910,2023-5-21,47.5,0.04,,14:57
28911,2023-5-21,15.0,2.67,,11:36
28912,2023-5-21,47.5,3.19,,12:56
28913,2023-5-21,47.5,4.56,,12:22
28914,2023-5-21,42.5,1.03,,17:24
28915,2023-5-21,15.0,2.78,,12:3
28916,2023-5-21,62.5,3.7,,17:7
28917,2023-5-21,12.5,4.05,,16:2
28918,2023-5-21,35.0,1.12,,14:48
28919,2023-5-21,60.0,4.71,,17:5
28920,2023-5-21,55.0,3.28,,11:26
28921,2023-5-21,20.0,0.98,,13:57
28922,2023-5-21,37.5,3.84,,11:32
28923,2023-5-21,32.5,2.51,,22:56
28924,2023-5-21,15.0,3.61,,18:39
28925,2023-5-21,77.5,1.87,,18:7
28926,2023-5-21,12.5,2.67,,11:39
28927,2023-5-21,30.0,1.53,,20:36
28928,2023-5-21,40.0,3.34,,20:14
28929,2023-5-21,40.0,0.28,,17:40
28930,2023-5-21,67.5,3.5,,12:58
28931,2023-5-21,12.5,1.04,,21:33
28932,2023-5-21,55.0,4.23,,15:51
28933,2023-5-21,20.0,4.22,,14:22
28934,2023-5-21,48.0,2.3,,19:49
28935,2023-5-21,67.5,2.44,,14:21
28936,2023-5-21,20.0,3.02,,13:46
28937,2023-5-21,60.0,4.27,,20:0
28938,2023-5-21,15.0,4.05,,22:15
28939,2023-5-21,55.5,3.85,,13:24
28940,2023-5-21,12.5,1.57,,22:40
28941,2023-5-21,12.5,1.71,,19:13
28942,2023-5-21,45.0,1.89,,20:12
28943,2023-5-21,35.0,0.35,,19:24
28944,2023-5-21,52.5,3.87,,11:34
28945,2023-5-21,15.0,1.34,,16:8
28946,2023-5-21,40.0,4.92,,11:18
28947,2023-5-21,67.5,0.55,,14:49
28948,2023-5-21,57.5,1.33,,21:58
28949,2023-5-21,55.0,2.1,,18:6
28950,2023-5-21,27.5,1.85,,14:35
28951,2023-5-21,55.0,4.39,,18:44
28952,2023-5-21,35.0,2.47,,18:4
28953,2023-5-21,47.5,2.44,,17:55
28954,2023-5-21,40.0,5.0,,13:42
28955,2023-5-21,20.0,0.37,,12:53
28956,2023-5-21,87.5,0.05,,12:38
28957,2023-5-21,35.0,3.05,,12:10
28958,2023-5-21,10.0,2.88,,11:51
28959,2023-5-21,72.5,4.5,,14:39
28960,2023-5-21,32.5,2.75,,17:52
28961,2023-5-21,22.5,2.18,,17:48
28962,2023-5-21,60.0,2.98,,20:2
28963,2023-5-21,37.5,2.33,,11:27
28964,2023-5-21,12.5,3.5,,14:35
28965,2023-5-21,57.5,0.79,,22:29
28966,2023-5-21,58.0,4.99,,12:46
28967,2023-5-21,40.0,3.47,,15:26
28968,2023-5-21,40.0,0.43,,14:1
28969,2023-5-21,40.0,0.13,,22:22
28970,2023-5-21,15.0,2.87,,21:53
28971,2023-5-21,32.5,3.86,,21:28
28972,2023-5-21,25.0,0.09,,18:53
28973,2023-5-22,12.5,4.96,,21:49
28974,2023-5-22,75.0,2.3,,11:23
28975,2023-5-22,57.5,2.21,,14:17
28976,2023-5-22,25.0,3.0,,13:41
28977,2023-5-22,57.5,4.19,,15:31
28978,2023-5-22,28.0,2.11,,17:20
28979,2023-5-22,25.0,3.26,,15:54
28980,2023-5-22,57.5,1.72,,22:18
28981,2023-5-22,72.5,0.27,,13:1
28982,2023-5-22,35.0,0.33,,19:11
28983,2023-5-22,70.0,1.28,,12:16
28984,2023-5-22,72.5,3.97,,13:11
28985,2023-5-22,52.5,2.43,,22:50
28986,2023-5-22,67.5,0.58,,19:4
28987,2023-5-22,10.0,2.07,,14:29
28988,2023-5-22,20.0,4.51,,18:35
28989,2023-5-22,20.0,1.39,,22:53
28990,2023-5-22,30.5,0.6,,15:56
28991,2023-5-22,42.5,1.14,,15:59
28992,2023-5-22,52.5,4.37,,22:13
28993,2023-5-22,45.0,1.74,,17:27
28994,2023-5-22,12.5,0.23,,18:43
28995,2023-5-22,20.0,1.78,,13:3
28996,2023-5-22,52.5,3.54,,19:42
28997,2023-5-22,22.5,0.38,,18:43
28998,2023-5-22,25.0,3.15,,16:33
28999,2023-5-22,40.0,0.5,,14:53
29000,2023-5-22,35.5,0.27,,22:50
29001,2023-5-22,55.0,3.92,,17:36
29002,2023-5-22,32.5,2.88,,16:44
29003,2023-5-22,37.5,3.45,,17:45
29004,2023-5-22,40.0,3.72,,12:24
29005,2023-5-22,22.5,1.94,,22:54
29006,2023-5-22,20.0,2.97,,15:14
29007,2023-5-22,45.0,4.89,,12:34
29008,2023-5-22,30.0,4.86,,22:24
29009,2023-5-22,10.0,2.91,,12:6
29010,2023-5-22,25.0,3.2,,20:58
29011,2023-5-22,10.0,1.91,,13:16
29012,2023-5-22,47.5,4.77,,21:57
29013,2023-5-22,35.0,4.82,,17:27
29014,2023-5-22,47.5,0.47,,22:21
29015,2023-5-22,15.0,1.07,,17:52
29016,2023-5-22,42.5,4.47,,18:41
29017,2023-5-22,32.5,0.29,,19:55
29018,2023-5-22,77.5,4.92,,18:19
29019,2023-5-22,25.0,4.24,,20:54
29020,2023-5-22,67.5,0.63,,22:31
29021,2023-5-22,27.5,1.81,,16:29
29022,2023-5-22,60.0,2.18,,17:59
29023,2023-5-22,35.0,0.44,,20:39
29024,2023-5-22,30.0,1.11,,19:52
29025,2023-5-22,77.5,0.34,,11:37
29026,2023-5-22,35.0,2.03,,21:58
29027,2023-5-22,27.5,3.06,,22:23
29028,2023-5-22,47.5,4.21,,21:2
29029,2023-5-22,10.0,3.82,,16:47
29030,2023-5-22,35.0,3.0,,17:21
29031,2023-5-22,25.0,0.8,,11:33
29032,2023-5-22,30.0,0.37,,20:58
29033,2023-5-22,55.0,4.26,,20:0
29034,2023-5-22,60.0,0.24,,19:37
29035,2023-5-22,45.0,1.02,,22:34
29036,2023-5-22,12.5,1.15,,20:45
29037,2023-5-22,32.5,4.73,,21:8
29038,2023-5-22,52.5,4.53,,12:20
29039,2023-5-22,40.0,0.51,,22:1
29040,2023-5-22,35.0,2.04,,19:5
29041,2023-5-22,35.0,2.81,,16:49
29042,2023-5-22,35.0,4.17,,21:12
29043,2023-5-22,12.5,1.71,,13:28
29044,2023-5-22,20.0,0.58,,18:52
29045,2023-5-22,25.0,1.21,,19:11
29046,2023-5-22,45.0,4.65,,19:29
29047,2023-5-22,15.0,1.3,,22:16
29048,2023-5-22,20.0,3.31,,22:0
29049,2023-5-22,72.5,2.03,,16:1
29050,2023-5-22,10.0,3.92,,19:50
29051,2023-5-22,20.0,1.15,,19:27
29052,2023-5-22,58.0,4.81,,21:8
29053,2023-5-22,67.5,1.76,,14:43
29054,2023-5-22,20.0,0.34,,11:41
29055,2023-5-22,45.0,3.31,,21:49
29056,2023-5-22,77.5,1.63,,15:52
29057,2023-5-22,15.0,0.37,,12:19
29058,2023-5-22,55.0,2.0,,15:41
29059,2023-5-22,67.5,4.18,,12:13
29060,2023-5-22,15.0,4.37,,14:10
29061,2023-5-22,50.0,3.5,,11:45
29062,2023-5-22,67.5,2.71,,16:26
29063,2023-5-22,32.5,0.4,,21:11
29064,2023-5-22,62.5,1.07,,13:21
29065,2023-5-22,20.0,0.4,,19:11
29066,2023-5-22,20.0,2.05,,11:55
29067,2023-5-22,10.0,4.51,,17:26
29068,2023-5-22,67.5,1.97,,19:38
29069,2023-5-22,57.5,2.87,,12:3
29070,2023-5-22,35.0,1.81,,11:52
29071,2023-5-22,65.0,0.06,,14:10
29072,2023-5-22,45.0,0.12,,18:30
29073,2023-5-22,22.5,4.53,,20:35
29074,2023-5-22,50.0,2.03,,13:18
29075,2023-5-22,72.5,0.4,,20:58
29076,2023-5-22,12.5,2.55,,19:33
29077,2023-5-22,70.0,3.07,,13:47
29078,2023-5-22,20.0,2.22,,16:52
29079,2023-5-22,40.0,3.49,,14:1
29080,2023-5-22,37.5,2.55,,17:23
29081,2023-5-22,47.5,4.09,,14:46
29082,2023-5-22,55.0,2.27,,18:16
29083,2023-5-22,35.5,3.83,,13:41
29084,2023-5-22,35.0,1.19,,11:13
29085,2023-5-22,15.0,0.9,,12:13
29086,2023-5-22,45.0,3.92,,22:49
29087,2023-5-22,22.5,4.18,,18:1
29088,2023-5-22,35.0,2.85,,16:11
29089,2023-5-22,20.5,4.2,,19:43
29090,2023-5-22,62.5,2.78,,19:30
29091,2023-5-22,10.0,1.01,,19:25
29092,2023-5-22,30.0,1.29,,18:58
29093,2023-5-22,25.0,2.25,,12:41
29094,2023-5-22,15.0,0.59,,20:50
29095,2023-5-22,57.5,4.7,,20:53
29096,2023-5-22,15.0,4.46,,16:36
29097,2023-5-22,42.5,1.5,,12:45
29098,2023-5-22,27.5,1.45,,22:37
29099,2023-5-22,57.5,2.88,,18:7
29100,2023-5-22,85.0,4.95,,15:18
29101,2023-5-22,65.0,4.5,,11:19
29102,2023-5-22,52.5,2.49,,15:56
29103,2023-5-22,12.5,3.67,,12:23
29104,2023-5-22,57.5,4.35,,13:54
29105,2023-5-22,30.0,4.51,,19:55
29106,2023-5-22,42.5,1.3,,19:53
29107,2023-5-22,27.5,0.26,,17:17
29108,2023-5-23,12.5,2.55,,13:43
29109,2023-5-23,70.0,2.1,,12:16
29110,2023-5-23,10.0,1.89,,18:29
29111,2023-5-23,12.5,0.89,,13:28
29112,2023-5-23,60.0,1.13,,14:18
29113,2023-5-23,47.5,1.48,,22:14
29114,2023-5-23,40.0,0.65,,19:52
29115,2023-5-23,25.0,1.62,,13:10
29116,2023-5-23,70.0,1.27,,15:7
29117,2023-5-23,70.0,2.9,,18:27
29118,2023-5-23,47.5,0.52,,22:55
29119,2023-5-23,35.0,1.58,,13:13
29120,2023-5-23,18.0,0.37,,20:10
29121,2023-5-23,10.0,2.97,,16:15
29122,2023-5-23,27.5,1.19,,15:16
29123,2023-5-23,45.0,1.93,,18:28
29124,2023-5-23,40.0,4.72,,13:15
29125,2023-5-23,58.0,2.57,,20:22
29126,2023-5-23,37.5,1.11,,22:2
29127,2023-5-23,12.5,0.49,,14:32
29128,2023-5-23,45.0,4.22,,18:28
29129,2023-5-23,75.0,4.26,,12:14
29130,2023-5-23,57.5,4.41,,14:40
29131,2023-5-23,15.0,1.32,,11:36
29132,2023-5-23,50.0,4.45,,22:53
29133,2023-5-23,20.0,4.66,,15:5
29134,2023-5-23,60.0,0.22,,18:25
29135,2023-5-23,77.5,0.25,,18:59
29136,2023-5-23,52.5,2.92,,15:6
29137,2023-5-23,62.5,4.26,,12:3
29138,2023-5-23,32.5,0.59,,13:13
29139,2023-5-23,60.0,2.49,,20:38
29140,2023-5-23,72.5,4.45,,11:9
29141,2023-5-23,77.5,3.16,,14:42
29142,2023-5-23,40.0,0.77,,11:43
29143,2023-5-23,60.0,2.79,,18:57
29144,2023-5-23,12.5,4.56,,19:49
29145,2023-5-23,57.5,3.75,,20:56
29146,2023-5-23,72.5,2.7,,14:39
29147,2023-5-23,30.0,3.5,,15:12
29148,2023-5-23,55.0,3.89,,22:18
29149,2023-5-23,47.5,3.12,,14:49
29150,2023-5-23,57.5,2.7,,11:47
29151,2023-5-23,52.5,2.28,,13:58
29152,2023-5-23,20.0,2.76,,16:58
29153,2023-5-23,20.0,4.0,,19:31
29154,2023-5-23,70.0,2.61,,16:15
29155,2023-5-23,80.0,1.37,,20:40
29156,2023-5-23,50.0,3.48,,11:12
29157,2023-5-23,50.0,3.27,,17:24
29158,2023-5-23,42.5,1.09,,22:33
29159,2023-5-23,35.0,1.24,,16:10
29160,2023-5-23,35.0,0.41,,18:22
29161,2023-5-23,80.0,4.74,,22:10
29162,2023-5-23,68.0,3.05,,12:35
29163,2023-5-23,52.5,4.14,,17:43
29164,2023-5-23,42.5,2.14,,15:30
29165,2023-5-23,55.0,2.85,,14:2
29166,2023-5-23,35.0,1.83,,11:44
29167,2023-5-23,15.0,0.05,,20:4
29168,2023-5-23,22.5,1.56,,16:30
29169,2023-5-23,65.0,4.56,,21:58
29170,2023-5-23,27.5,0.41,,16:11
29171,2023-5-23,67.5,4.03,,16:0
29172,2023-5-23,12.5,0.11,,17:29
29173,2023-5-23,62.5,1.47,,19:53
29174,2023-5-23,67.5,3.85,,22:50
29175,2023-5-23,12.5,1.12,,21:25
29176,2023-5-23,20.0,4.27,,20:52
29177,2023-5-23,78.0,1.44,,12:48
29178,2023-5-23,62.5,2.27,,16:31
29179,2023-5-23,23.0,4.51,,17:31
29180,2023-5-23,55.0,0.23,,17:59
29181,2023-5-23,35.0,0.89,,17:34
29182,2023-5-23,52.5,0.53,,22:29
29183,2023-5-23,72.5,0.17,,20:7
29184,2023-5-23,67.5,3.84,,20:35
29185,2023-5-23,45.0,2.72,,21:42
29186,2023-5-23,72.5,1.84,,16:37
29187,2023-5-23,72.5,2.54,,18:10
29188,2023-5-23,15.0,2.75,,19:53
29189,2023-5-23,10.0,1.08,,19:53
29190,2023-5-23,25.0,2.58,,12:5
29191,2023-5-23,10.0,2.85,,12:20
29192,2023-5-23,10.0,3.15,,22:2
29193,2023-5-23,20.0,1.5,,19:29
29194,2023-5-23,57.5,3.86,,14:21
29195,2023-5-23,75.0,1.8,,14:41
29196,2023-5-23,12.5,0.91,,22:50
29197,2023-5-23,15.0,3.51,,11:22
29198,2023-5-23,25.0,0.12,,20:4
29199,2023-5-23,22.5,3.03,,21:28
29200,2023-5-23,30.0,2.84,,13:54
29201,2023-5-23,45.0,1.2,,20:48
29202,2023-5-23,10.0,1.93,,13:34
29203,2023-5-23,45.0,0.97,,19:17
29204,2023-5-23,27.5,1.76,,21:40
29205,2023-5-23,72.5,4.45,,21:27
29206,2023-5-23,52.5,4.18,,11:27
29207,2023-5-23,85.0,4.45,,22:26
29208,2023-5-23,12.5,1.02,,11:41
29209,2023-5-23,70.0,4.25,,19:53
29210,2023-5-23,37.5,4.93,,15:57
29211,2023-5-23,57.5,0.04,,16:51
29212,2023-5-23,62.5,1.94,,17:1
29213,2023-5-23,70.0,4.81,,17:16
29214,2023-5-23,27.5,4.41,,13:37
29215,2023-5-23,42.5,1.59,,14:13
29216,2023-5-23,67.5,1.04,,15:0
29217,2023-5-23,32.5,3.36,,16:33
29218,2023-5-23,12.5,4.82,,18:16
29219,2023-5-23,75.0,3.57,,15:29
29220,2023-5-23,25.0,1.32,,20:18
29221,2023-5-23,32.5,3.07,,18:14
29222,2023-5-23,37.5,4.06,,16:7
29223,2023-5-23,10.0,0.98,,20:49
29224,2023-5-23,15.0,1.53,,20:2
29225,2023-5-23,62.5,3.52,,20:51
29226,2023-5-23,52.5,0.76,,14:21
29227,2023-5-23,32.5,4.68,,14:17
29228,2023-5-23,35.5,4.06,,16:20
29229,2023-5-23,57.5,1.18,,14:35
29230,2023-5-23,25.0,3.34,,17:16
29231,2023-5-23,58.0,3.24,,17:49
29232,2023-5-23,45.0,4.46,,16:30
29233,2023-5-23,20.0,3.53,,18:9
29234,2023-5-23,20.5,1.94,,14:5
29235,2023-5-23,35.0,3.48,,21:27
29236,2023-5-23,50.0,0.26,,13:51
29237,2023-5-23,27.5,0.02,,19:44
29238,2023-5-23,55.0,2.94,,14:33
